텍스트 입력,언어 선택,생성된 오디오,상태 메세지,timestamp
안녕하세요,ko,.gradio\flagged\생성된 오디오\aaca9f70c88076c49340\tmpcbhlnmv_.mp3,변환이 완료되었습니다. 아래에서 재생 또는 다운로드할 수 있습니다.,2025-01-16 15:14:37.876546
